Autor,Fecha,Hora,nrolikes,nrodislikes,nroComentarios,texto
Anónimo,March 13 2020,12:47 a.m.,4,1,0,"Hace 1mes terminé con mi novia.. Una mujer increíble.. Una relación de casi 5 años... Una chica que todos quisieran tener, una mujer politécnica, estudiosa, de casa, sabe hacer los quehaceres del hogar, buena amiga, buena persona todo era y es para mi perfecta..... Pero lo q hice fue algo estúpido y la verdad  me arrepiento de haberlo hecho.. Ella me amaba.. Pero le falte el respeto a la relación estando ebrio... Tanto así que me sentía culpable de haberlo hecho.. Le conté lo que hice... Me Perdonó pero la culpa seguía en mi.. Comencé a tener ataques de ansiedad.. No dormía, no comía, tenía leves taquicardias y dolor en el pecho... Apresure las cosas y le terminé osea yo le terminé tras que hice la webada... Yo le terminé..  No se xq, aveces culpo a la ansiedad de haberlo hecho...  Siento q me apresure solo quería no hacerle mas daño.. Sigo con la pinche ansiedad.. He tratado.. De distraerme y no puedo voy a fiestas.. Y me siento vacío... Casi nadie entiende mi situación solo ella lo hacía.. Ella siempre estuvo ahí... Y la deje.. Ahora siento q la necesito.. Pero ella no quiere saber de mi xq la deje aun sabiendo q me perdonó y q me amaba.. La entiendo.. Xq en su momento quería estar solo.. Pero.. Una cosa es querer estar solo y otra sentirse solo.. Ahora me siento solo... La ansiedad sigue... Mi familia y mis amigos no me entienden solo me juzgan.. Con decirme y tu no querías esto..! Ahora la extraño mucho.. He conocido otras personas pero solo ven inseguridad en mi y se alejan dicen q las veo solo como refugio emocional... Y se nota la inseguridad y pesimismo en mí .... Ahora no soy el mismo.. He dejado de ser yo.. Pero no quería depender siempre de ella.. Ganas de regresar tengo.. Pero no creo q ella quiera.... Es irónico.. Pero quisiera aprender a vivir solo.. Y no depender de ella.. Es difícil.. Xq la amo aún... Y no se q hacer..  Tenemos tantas amistades en común.. Q ahora solo me quedan algunos... Se q quizás no me des otra oportunidad.. Quizás todo este tiempo q pase.. Hará q de a poco muera el amor q sentías por.. Mi.. Pero no se q hacer con mi vida.. De a poco pierdo mi escensia.. Me estoy volviendo frio y no se q hacer..  Me sigo sintiendo mal... Y no se q hacer... Muchos me dicen q me de y le de tiempo pero cada día q pasa la extraño y se que ella me olvidará..  :'( 
Pdt1. Una chica esta pendiente de mi.. Pero no le hago caso... :'(
Pdt2. He salido a fiestas.. Pero no es lo mismo si no marroneo con ella xD
Pdt3. Después pues de esto probé mas el Alcohol. 
Pdt4. Quiero opiniones.. No me. Importa que me hagan vrg... Los leeré todos"
Anónimo,March 12 2020,12:19 a.m.,1,0,0,"#52300 No merezco todo el crédito. También es de #52298. Créeme cuando te digo que se ve que ella sabe de lo que habla. Al fin y al cabo, tienes nuestro apoyo. No soy bulímico, pero mi ex lo era un poco. La última vez que hablé con ella me dijo que ya estaba mejorando en todo eso y me alegro por ella. Quisiera haber podido hacer más por ella, pero yo fui un idiota al no haberla ayudado como era adecuado. Ya no puedo hacer nada para corregir eso, y ahora sólo estoy feliz de que haya encontrado la ayuda que necesitaba :D. 
Como ves, si ella pudo mejorar, tú también puedes. Sólo debes confiar en ti misma y siempre buscar ayuda. La esperanza es lo último que se pierde. Ten fe en que funcionará :)"
Anónimo,March 11 2020,10:26 p.m.,1,1,0,"Hola quiero hacer una confesión del w&t creo que es la primera, pero no  ha pasado ni dos semanas y la gente anda tirando que da miedo hubo una fiesta hace poco y era orgia, y a mi pana que tiene a su pelada aca de espol y es de la Facultad de ingeniería química, campeón póngase pilas que hasta acá le veo los renos que le ponen full overtime su pelada jajaja 
ánimo pilas."
Anónimo,March 11 2020,4:11 p.m.,1,0,0,#52293 gracias por tus palabras. Iré los más pronto posible al lugar que me recomendaste.
Anónimo,March 10 2020,9:59 p.m.,1,0,0,"Confieso que en mi nuevo trabajo llegó un chico nuevo, me gusta pero no hay forma de como vincularnos estamos en dos areas distintas, mi herman@ me dijo que ya tienen la de ganarme😶. Como hago para que me note"
Anónimo,March 10 2020,7:13 p.m.,2,0,0,"#52293 Te comprendo, yo también era bulímica. Bueno, sigo siéndolo a pesar que hace unos meses atrás busqué ayuda psicológica que derivó en ayuda psiquiátrica. La razón de mi bulimia: Ansiedad, Baja autoestima y posible fobia social. De corazón te recomiendo que lo hables con alguien a quien le tengas confianza, pero piensa bien a quién se lo dirás, no todos van a responder ni te apoyarán de la forma correcta. Cuando se lo conté al que fue mi ex, él se preocupó pero sólo supo amenazar con terminarme si lo hacía de nuevo... Y dejé de tocar el tema con él a pesar de que lo hacía diariamente. Mi novio actual fue el que me dio coraje de hablar con mi mamá, y junto con ella fueron mi apoyo para lograr ser honesta y tratar de parar esta situación, pero es difícil.
Es difícil no sentirte mal si vuelves a recaer, pero te sientes mejor cuando te das cuenta que tienes gente alrededor que está dispuesta a ayudar a levantarte, ya sea tu familia, amigos o incluso desconocidos. Quiero que sepas que no estás sola y espero que busques ayuda psicológica de donde puedas. El servicio de psicología en ESPOL es algo bueno, solo que tardas un poco en conseguir cita (personalmente lo he usado un par de veces). Si no consigues en ESPOL, yo iba a Fundasen de la Alborada y las citas con la psicóloga están a $10 hasta donde sé, y la doctora es muy amable y buena ejerciendo su profesión. Pero no te rindas, tú eres fuerte y podrás salir de esto. Recuerda que tienes gente que se preocupa por ti y quieren tu bienestar, pero es imposible recuperarte de esto por tu cuenta... 
Yo tardé casi 4 años en entenderlo y aún sigo intentando mejorar día a día. Espero que te mejores y puedas hablarlo con alguien y pedir ayuda.
PD: En ESPOL hacen falta grupos de ayuda para estos temas..."
Anónimo,March 10 2020,2:02 p.m.,0,0,0,"Confieso que hace dos semestres atrás estuvo conmigo en la materia de Biología unos cuantos días y no lo ví más. El semestre pasado lo volví a ver en uno de los cursos de la fcsh unas cuantas veces; quiero decirte que me atraes mucho chico de los ojos rasgados, espero algún día conocerte uwu. 🐢"
Anónimo,March 10 2020,9:52 a.m.,1,0,0,"#52293 Situaciones como esas requieren ayuda psicológica. Puedes intentar hacerlo por ti misma, pero hay cosas que requiere una ayuda más seria. Sólo es cuestión de tener valor e ir a hablar con ellos. Considerando tu situación económica, es lo mejor que puedes hacer, ya que es eso, o ir a un hospital de emergencia si te llegase a pasar algo grave, lo cual puede ser más caro. Sólo ten fe, y habla con el/la psicólogo/a en la ESPOL. Creo que hablo por todos cuando digo que nadie quiere ver a alguien con un problema así, y esperamos que te recuperes."
Anónimo,March 9 2020,11:40 p.m.,1,0,0,Confieso que creo que mi relación está muriendo poco a poco...
Anónimo,March 9 2020,11:24 p.m.,2,0,0,"Bueno no estaba muy segura de escribir esto pero creo que es la única solución que encuentro. Soy bulimica, llevo años vomitando lo que como, antes no era consciente de que esto era una enfermedad solo se me hacía raro hacerlo pero aún así no se lo comenté a nadie. Después con el tiempo tuve conocimiento  de que esto era una enfermedad. Al principio trataba de negarlo diciendome cosas como ""no mija, si no vomita toda la comida solo un poco"" como para no sentirme culpable. Cosas que ahora me suenan estupidas. Lo cierto es que estuve recuperada por un tiempo muy pequeño en comparación con los años que llevaba en ello pero parece que mi fuerza de voluntad no fue tan grande y he vuelto a hacerlo pero sinceramente no quiero seguir por que se que me lastimo a mi misma.Tal vez muchas personas digan solo deja de hacerlo y ya pero es difícil,es algo que se vuelve parte de ti, como una adición, simplemente  no te sientes bien hasta que lo hagas. Se que quisas a muchos no les importe esto pero es mi forma de pedir ayuda ya que soy muy cobarde para decirle esto a mi familia. Son pocas las personas que lo saben pero no de que lo he vuelto a hacer. Quisiera saber di alguien de ustedes ha superado algo así y como lo hicieron por favor. También si sospechan que alguien pasa por lo mismo traten de ayudarles por que no aparebtamos tener nada. Al menos en toda este tiempo he sido normal y supuestamente  sana y nadie de los que me rodea se lo imagina. He querido ir al psicólogo de la espol ya que no tengo recursos para ir a uno privado pero el solo hecho de pensarlo me aterra. Y ya estoy trabajando en volver a estar bien."
